NAME,LOCATION_CLEAN,CUISINES,PRIMARY_CUISINE,PRIMARY_REST_TYPE,RATE,VOTES,APPROX_COST_FOR_TWO_PEOPLE,BOOK_TABLE,ONLINE_ORDER
Bansuri Sweets,Koramangala 6th Block,"Mithai, North Indian, Street Food",Mithai,Sweet Shop,3.7,73,250.0,False,False
Empire Restaurant,Koramangala 5th Block,"North Indian, Mughlai, South Indian, Chinese",North Indian,Casual Dining,4.1,6959,750.0,False,True
Fire And Ice,Kaggadasapura,"Desserts, Fast Food",Desserts,Dessert Parlor,3.7,19,300.0,False,True
Homemade Delite,HSR,"Bakery, Desserts",Bakery,Takeaway,3.6,21,200.0,False,False
The Beer Joint,Indiranagar,"North Indian, Chinese",North Indian,Casual Dining,3.4,77,800.0,False,False
Sangam Sweets,Majestic,"Mithai, Street Food",Mithai,Quick Bites,4.0,122,200.0,False,True
By 2 Coffee,Basavanagudi,South Indian,South Indian,Quick Bites,4.3,319,100.0,False,True
Sugar N Spice,Kalyan Nagar,"Fast Food, Beverages",Fast Food,Quick Bites,2.7,16,400.0,False,False
Chinita Real Mexican Food,Indiranagar,Mexican,Mexican,Casual Dining,4.4,2658,1200.0,False,False
Kanti Sweets,Cunningham Road,"Mithai, Street Food",Mithai,Dessert Parlor,3.6,20,400.0,False,True
Burger King,Koramangala 7th Block,"Burger, Fast Food, Beverages",Burger,Quick Bites,3.9,1052,600.0,False,True
Ande Ka Funda,Banashankari,"North Indian, Fast Food, Rolls",North Indian,Quick Bites,3.9,121,250.0,False,True
Bachelor's Special Biriyani,Electronic City,"Biryani, North Indian, South Indian",Biryani,Quick Bites,3.3,6,250.0,False,False
Woody's,Richmond Road,"Chinese, South Indian, North Indian",Chinese,Casual Dining,2.3,118,650.0,False,False
The Ganache Factory,Domlur,"Desserts, Bakery",Desserts,Dessert Parlor,4.1,43,400.0,False,True
Cream Chemistry,Frazer Town,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,3.9,150,500.0,False,True
Brewz Coffee,BTM,Cafe,Cafe,Cafe,3.0,61,650.0,False,True
Happy Kitchen,Marathahalli,"North Indian, Chinese",North Indian,Quick Bites,3.8,78,350.0,False,False
Corner House Ice Cream,Whitefield,"Ice Cream, Desserts",Ice Cream,Food Court,4.5,187,400.0,False,True
Darjeeling Momo Adda,Bannerghatta Road,"Chinese, Tibetan, North Indian, Momos",Chinese,Quick Bites,3.1,81,200.0,False,True
Delite Chaat House,Koramangala 6th Block,"Street Food, Gujarati",Street Food,Quick Bites,3.9,503,300.0,False,True
Rafoo Chakkar,Whitefield,"North Indian, Rolls",North Indian,Quick Bites,3.9,386,300.0,False,True
24 Hours Cake Delivery,Old Airport Road,Bakery,Bakery,Delivery,3.3,4,700.0,False,False
VT Sindhur Veg,Richmond Road,"North Indian, Chinese",North Indian,Casual Dining,3.3,13,600.0,False,False
Sweet Truth,Bannerghatta Road,"Bakery, Desserts",Bakery,Bakery,3.7,34,500.0,False,True
Truffles,Koramangala 5th Block,"Cafe, American, Burger, Steak",Cafe,Cafe,4.7,14726,900.0,False,False
Zero Mile Punjab,HSR,"North Indian, Mughlai",North Indian,Casual Dining,4.1,1342,800.0,True,True
Lassi Xpress,"ITPL Main Road, Whitefield","Beverages, Sandwich, Desserts",Beverages,Beverage Shop,3.4,7,200.0,False,False
Halli Mane Biriyani,Sarjapur Road,"South Indian, Biryani",South Indian,Quick Bites,3.2,4,150.0,False,False
Shee-Sha Cafe,Bannerghatta Road,"Cafe, North Indian, Chinese, Continental",Cafe,Cafe,3.6,39,800.0,True,False
Zabi,HBR Layout,Biryani,Biryani,Quick Bites,3.8,173,300.0,False,True
No 10 Fort Cochin,St. Marks Road,"Biryani, Kerala, Seafood, South Indian",Biryani,Casual Dining,3.8,197,800.0,True,True
Spicy Restaurant,Vasanth Nagar,"North Indian, Chinese",North Indian,Quick Bites,3.0,25,400.0,False,False
Ziyan's Cafe 27th,HSR,Kerala,Kerala,Quick Bites,4.0,61,300.0,True,False
Nandhini Deluxe,Banashankari,North Indian,North Indian,Casual Dining,2.6,283,600.0,False,False
PiÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ±ata,Bellandur,Bakery,Bakery,Bakery,3.7,19,400.0,False,False
Andhra Grills,JP Nagar,"Andhra, North Indian, Biryani",Andhra,Casual Dining,3.0,55,800.0,False,False
Akshaya Donne Biriyani,JP Nagar,"Biryani, South Indian, Kebab",Biryani,Quick Bites,3.0,39,300.0,False,True
Sri Sai Palace,Whitefield,"South Indian, North Indian, Chinese, Fast Food",South Indian,Quick Bites,3.8,88,300.0,True,True
Vishwa Brahmin's Cafe,Rajajinagar,South Indian,South Indian,Quick Bites,3.7,35,100.0,False,False
Sizzling Pasto,Marathahalli,"Continental, Chinese, North Indian",Continental,Casual Dining,4.1,99,1100.0,True,True
US Pizza,Rammurthy Nagar,"Pizza, Fast Food",Pizza,Quick Bites,2.8,43,700.0,False,True
Balaji Bombay Vada Pav Gujrati Dalebi,JP Nagar,"Street Food, Sandwich",Street Food,Takeaway,3.8,38,150.0,False,True
Petoo,Commercial Street,"North Indian, Fast Food, Street Food",North Indian,Casual Dining,3.7,32,800.0,False,False
Al-Baik Kabab Corner,Yeshwantpur,"Kebab, Biryani",Kebab,Quick Bites,3.2,25,350.0,False,True
Santhanam Sweets & Savouries,Commercial Street,"Mithai, Street Food",Mithai,Sweet Shop,3.9,37,150.0,False,False
The Rasaganga,Bellandur,"South Indian, North Indian, Chinese, Street Food",South Indian,Casual Dining,3.6,409,500.0,False,True
Mahek Pizza,JP Nagar,Pizza,Pizza,Quick Bites,3.9,38,400.0,False,True
Punjabi Kitchen,Whitefield,"Chinese, North Indian",Chinese,Quick Bites,3.6,205,400.0,False,True
KC Das,MG Road,"Mithai, Street Food",Mithai,Sweet Shop,3.9,377,200.0,False,True
Indian Aroma Cafe,Whitefield,"North Indian, Chinese",North Indian,Quick Bites,2.8,84,300.0,False,True
Vietnamese Kitchen,Kalyan Nagar,Vietnamese,Vietnamese,Quick Bites,3.2,9,150.0,False,False
The Good Bowl,Bannerghatta Road,"Italian, North Indian, Biryani",Italian,Takeaway,3.7,9,500.0,False,True
Grill Hut,Kaggadasapura,"Fast Food, Rolls",Fast Food,Quick Bites,3.6,84,350.0,False,True
Imperio Restaurant,Kalyan Nagar,"North Indian, Mughlai, Biryani, South Indian, Beverages",North Indian,Casual Dining,4.4,1339,800.0,True,True
Southinn,Sarjapur Road,"South Indian, Fast Food, Chinese, North Indian, Street Food",South Indian,Quick Bites,3.1,100,250.0,False,True
Sultan Shah's Restaurant,Shivajinagar,North Indian,North Indian,Quick Bites,3.2,9,200.0,False,False
Amrutha Sweets,HSR,"Street Food, Mithai",Street Food,Quick Bites,4.1,116,200.0,False,False
Five Star Chicken,Indiranagar,"Fast Food, Burger",Fast Food,Quick Bites,3.7,78,200.0,False,True
Flame Pub & Restaurant - Brigade Garden,Brigade Road,"Bar Food, North Indian",Bar Food,Bar,2.9,24,1900.0,False,False
The Spice Bazaar,Lavelle Road,"North Indian, Mughlai",North Indian,Casual Dining,4.2,347,1000.0,True,False
Burger King,New BEL Road,"Burger, Fast Food, Beverages",Burger,Quick Bites,4.0,559,600.0,False,True
Polar Bear,Electronic City,"Ice Cream, Desserts, Beverages, Sandwich",Ice Cream,Dessert Parlor,4.0,145,400.0,False,True
Parisar Veg Restaurant,Bannerghatta Road,"Chinese, North Indian, South Indian",Chinese,Quick Bites,3.6,8,400.0,False,True
The Fisherman's Wharf,Sarjapur Road,"Seafood, Goan, North Indian, Continental, Asian",Seafood,Casual Dining,4.3,4139,1400.0,True,True
Donne Biriyani Mane,Kumaraswamy Layout,"Biryani, Kebab",Biryani,Quick Bites,3.1,73,300.0,False,True
Just Fresh Point,Electronic City,"Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza",Street Food,Quick Bites,4.0,162,300.0,False,True
Spice Corner,Nagawara,"North Indian, Chinese, Biryani",North Indian,Casual Dining,3.5,16,800.0,True,True
Shree Mahalakshmi Sweets,Banashankari,"Mithai, Street Food",Mithai,Sweet Shop,3.2,8,100.0,False,True
New Punjabi Pure Veg Restaurant,HSR,North Indian,North Indian,Quick Bites,3.5,10,300.0,False,True
Chefie,JP Nagar,"Continental, Fast Food, Italian, North Indian",Continental,Takeaway,3.3,14,200.0,False,True
Capsicum Family Restaurant,BTM,"Biryani, North Indian",Biryani,Casual Dining,3.8,257,800.0,False,True
Cafe Olive,Bellandur,"Cafe, European, Beverages, Italian",Cafe,Cafe,3.8,114,550.0,False,False
Ice - Taj MG Road Bengaluru,MG Road,Continental,Continental,Club,4.1,613,2800.0,True,False
Dindigul Time Pass Restaurant,HSR,"South Indian, North Indian, Chinese, Biryani",South Indian,Casual Dining,3.2,115,700.0,False,True
Bangalore Bytes,Brigade Road,"Fast Food, South Indian, Biryani",Fast Food,Quick Bites,3.5,121,300.0,False,True
Meat and eat,Kaggadasapura,"Fast Food, Burger",Fast Food,Quick Bites,3.2,14,500.0,False,True
Donne Biryani Mane,Brookefield,Biryani,Biryani,Quick Bites,3.5,13,250.0,False,False
ANTIGRAVITY,Marathahalli,"Continental, North Indian, Chinese, BBQ",Continental,Pub,4.4,747,1500.0,True,False
The Sugar Fairy,Frazer Town,"Bakery, Desserts",Bakery,Bakery,4.3,241,100.0,False,False
Kurtoskalacs,Koramangala 5th Block,"Desserts, Fast Food",Desserts,Dessert Parlor,4.6,342,400.0,False,False
Biryani Magic,BTM,"North Indian, Biryani",North Indian,Quick Bites,3.5,31,300.0,False,True
Sri Vinayaka Andhra Mess,Koramangala 5th Block,Andhra,Andhra,Mess,3.3,4,300.0,False,False
Biryani Point,Bommanahalli,Biryani,Biryani,Quick Bites,3.2,7,250.0,False,False
Bunny Bakers,Jayanagar,"Bakery, Fast Food",Bakery,Bakery,3.6,31,250.0,False,False
BanBay,Vasanth Nagar,"Cafe, Modern Indian, Pizza, Burger, Desserts",Cafe,Cafe,4.0,44,1100.0,False,False
Biryani Palace,Nagawara,"Biryani, North Indian, Chinese",Biryani,Casual Dining,3.6,37,750.0,False,True
J K Fish Land,Jayanagar,"Seafood, Mangalorean",Seafood,Quick Bites,3.6,35,300.0,False,True
Bangalore Mandarin,Indiranagar,"Chinese, Seafood",Chinese,Casual Dining,4.2,985,1100.0,False,True
Tunday Kababi,Koramangala 5th Block,"North Indian, Kebab",North Indian,Casual Dining,3.9,1143,500.0,False,True
Lassi Corner,Marathahalli,"Beverages, Desserts",Beverages,Beverage Shop,3.7,143,300.0,False,True
Flying Cakes,Electronic City,"Bakery, Desserts",Bakery,Bakery,3.1,127,500.0,False,True
Clove Rooftop,Jayanagar,"Konkan, Seafood",Konkan,Casual Dining,3.8,235,1000.0,True,False
Anand Sweets and Savouries,Old Airport Road,"Mithai, Fast Food",Mithai,Sweet Shop,4.0,262,400.0,False,True
Golkonda Chimney,Marathahalli,"Biryani, North Indian, Mughlai",Biryani,Casual Dining,3.5,1824,850.0,True,True
Vasudev Adiga's,Jayanagar,"South Indian, North Indian, Chinese, Street Food",South Indian,Quick Bites,3.8,266,250.0,False,False
Ciclo Cafe,Indiranagar,"Cafe, Italian, American",Cafe,Cafe,4.3,1332,1000.0,False,True
Yomama!!,Indiranagar,"Continental, Burger, Cafe, Steak",Continental,Quick Bites,4.0,341,800.0,False,False
Biriyaniz,HSR,"Biryani, North Indian, Chinese, Andhra",Biryani,Takeaway,3.5,304,400.0,False,True
Crepe Nation,Other_Broad_Areas,"Fast Food, Desserts",Fast Food,Food Truck,3.8,12,300.0,False,True
Fava,Lavelle Road,"Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",Healthy Food,Casual Dining,4.4,2055,1200.0,True,False
Bombay Talkies,Jayanagar,"Maharashtrian, Fast Food, Street Food, Sandwich",Maharashtrian,Quick Bites,3.6,24,200.0,False,True
McDonald's,Marathahalli,"Fast Food, Burger, Beverages, Cafe, Desserts",Fast Food,Quick Bites,3.3,8,500.0,False,True
Behrouz Biryani,Sahakara Nagar,Biryani,Biryani,Delivery,4.1,187,650.0,False,True
Sankalp Reddy Restaurant,Electronic City,"South Indian, Andhra, Biryani",South Indian,Quick Bites,3.9,33,300.0,False,True
Foodiesthan,HSR,"Cafe, Fast Food, North Indian",Cafe,Cafe,3.7,59,600.0,False,True
SGS Non Veg - Gundu Pulav,HSR,South Indian,South Indian,Takeaway,3.7,10,300.0,False,True
Ande Ka Funda,Whitefield,"North Indian, Chinese, Rolls",North Indian,Quick Bites,3.1,8,250.0,False,False
Thalis Of India,Indiranagar,"South Indian, North Indian, Beverages",South Indian,Delivery,3.4,21,500.0,False,True
Twins,Kammanahalli,"North Indian, Chinese, Continental",North Indian,Casual Dining,3.8,139,500.0,False,False
MK Dabbawala,Indiranagar,North Indian,North Indian,Delivery,2.6,29,400.0,False,False
Behrouz Biryani,JP Nagar,Biryani,Biryani,Delivery,4.0,190,650.0,False,True
Punjabi Nawabi,Bannerghatta Road,North Indian,North Indian,Quick Bites,3.8,312,400.0,False,True
Calicut Durbar,Koramangala 7th Block,"Arabian, North Indian",Arabian,Quick Bites,3.9,58,500.0,False,True
Aligarh House,HSR,"North Indian, Biryani, Awadhi, Mughlai",North Indian,Delivery,4.4,568,400.0,False,True
The Coffee Bean & Tea Leaf,Whitefield,"Cafe, Coffee",Cafe,Cafe,3.0,38,700.0,False,True
Madhu Iyengars Bakery,Domlur,Bakery,Bakery,Bakery,3.6,19,400.0,False,False
Sri Vishnu Upahar,Koramangala 4th Block,"North Indian, South Indian",North Indian,Quick Bites,3.6,28,250.0,False,False
Bread and Circus,Shanti Nagar,"Cafe, Fast Food, Pizza, Burger",Cafe,Cafe,3.7,50,550.0,False,True
Lobby Cafe - Radha Regent,Electronic City,"Continental, American, South Indian, Italian, North Indian, Chinese",Continental,Casual Dining,3.7,177,1200.0,True,False
Hotel Little Imperial,Kalyan Nagar,"North Indian, Chinese, South Indian",North Indian,Casual Dining,3.7,92,500.0,False,True
Kolkata Famous Katti Rolls,New BEL Road,Rolls,Rolls,Quick Bites,3.5,22,200.0,False,False
Giselle Resto Cafe,Kammanahalli,"Cafe, Italian, Pizza, Beverages, Desserts",Cafe,Cafe,4.2,884,800.0,True,True
Samosa Express,Marathahalli,Street Food,Street Food,Quick Bites,2.9,21,200.0,False,True
San Churro Cafe,Banashankari,"Cafe, Mexican, Italian",Cafe,Cafe,3.8,924,800.0,False,True
Sweet Truth,"ITPL Main Road, Whitefield","Bakery, Desserts",Bakery,Delivery,3.8,23,500.0,False,True
Madurai Idly Dosai Centre,Banaswadi,South Indian,South Indian,Quick Bites,3.3,16,150.0,False,False
Subway,Bannerghatta Road,"Salad, Fast Food",Salad,Quick Bites,3.2,167,600.0,False,True
Django,Indiranagar,"Beverages, Italian, Pizza, Burger",Beverages,Quick Bites,4.0,220,800.0,True,True
Vidyarthi Bhavan,Basavanagudi,South Indian,South Indian,Quick Bites,4.4,4460,150.0,False,False
Rahhams,Old Airport Road,"Mughlai, North Indian, Chinese",Mughlai,Casual Dining,2.8,420,700.0,False,True
Sangam Kabab Corner,Ulsoor,"Fast Food, North Indian",Fast Food,Quick Bites,3.1,4,300.0,False,False
TeamDelish,Electronic City,Healthy Food,Healthy Food,Delivery,3.4,9,300.0,False,False
Bite Sip Repeat,Electronic City,"Fast Food, South Indian, North Indian",Fast Food,Quick Bites,3.4,6,150.0,False,False
Reddy's Restaurant,HSR,"Andhra, Biryani, South Indian, Chinese",Andhra,Casual Dining,3.7,141,500.0,False,True
Ande Ka Funda,Electronic City,"North Indian, Fast Food, Rolls",North Indian,Quick Bites,3.4,16,200.0,False,True
Dream Scoopers,Kalyan Nagar,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,3.4,16,200.0,False,False
Zaica Dine & Wine,Indiranagar,North Indian,North Indian,Casual Dining,4.0,1022,1200.0,True,True
Lassi Magic,Marathahalli,Beverages,Beverages,Quick Bites,3.5,13,150.0,False,True
Woodfire Biryani,Whitefield,"North Indian, South Indian, Biryani",North Indian,Quick Bites,3.4,47,250.0,False,True
Tastybites.com,Brookefield,"Fast Food, Sandwich, South Indian",Fast Food,Quick Bites,3.7,82,150.0,False,True
Sweet Truth,Electronic City,"Bakery, Desserts",Bakery,Delivery,3.9,81,500.0,False,True
Truffles,Kalyan Nagar,"Cafe, American, Burger, Steak",Cafe,Cafe,4.5,1239,900.0,False,False
Tandoor Hut,Bannerghatta Road,"North Indian, Chinese",North Indian,Casual Dining,2.2,90,750.0,False,False
Hotel Rangoon,Ulsoor,Burmese,Burmese,Quick Bites,3.7,17,300.0,False,True
Expresso Restaurant,Whitefield,"Fast Food, Beverages",Fast Food,Takeaway,3.5,6,400.0,False,True
Dhyaana,Indiranagar,"Cafe, Healthy Food, Fast Food, Beverages",Cafe,Cafe,4.3,156,600.0,False,True
Vybhava,Jayanagar,"South Indian, North Indian",South Indian,Quick Bites,3.8,39,250.0,False,False
Bangalore Cakes,Electronic City,Bakery,Bakery,Bakery,2.9,17,250.0,False,True
The Biryani Culture,Malleshwaram,North Indian,North Indian,Food Court,3.2,9,500.0,False,True
Spice Of Kolkata,Bellandur,"Bengali, Rolls, Chinese",Bengali,Food Court,2.8,117,400.0,False,False
She Brews,Electronic City,"Cafe, Continental, Thai, Chinese",Cafe,Cafe,3.8,159,400.0,False,True
McDonald's Play Place,Electronic City,"Burger, Fast Food",Burger,Quick Bites,3.7,123,500.0,False,True
Brunchilly,Marathahalli,"North Indian, Continental",North Indian,Casual Dining,4.0,213,1300.0,True,False
The Ritz-Carlton Bar - The Ritz-Carlton,Residency Road,Finger Food,Finger Food,Lounge,4.0,95,2000.0,False,False
Siddiqu Kabab Center,Richmond Road,"Kebab, Rolls",Kebab,Quick Bites,4.4,181,250.0,False,False
Red Bawarchi,BTM,"Biryani, Chinese, North Indian",Biryani,Delivery,3.0,21,600.0,False,True
Blue Terrain - Novotel,Marathahalli,"Spanish, Italian, Mediterranean",Spanish,Fine Dining,4.2,515,2000.0,True,False
Om Sweets & Fast Food,Brookefield,"North Indian, Chinese, Mithai",North Indian,Quick Bites,3.4,19,200.0,False,False
Baskin Robbins,Jayanagar,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,3.6,25,250.0,False,True
Sultan's Biryani,Kalyan Nagar,"Biryani, North Indian",Biryani,Delivery,2.9,38,700.0,False,True
Eat Well,Indiranagar,"North Indian, Chinese",North Indian,Quick Bites,3.5,33,400.0,False,True
Sri Krishna Upahar,Bellandur,South Indian,South Indian,Quick Bites,3.7,28,250.0,False,False
Ande Ka Funda,JP Nagar,"North Indian, Fast Food, Rolls",North Indian,Quick Bites,3.1,22,250.0,False,True
Biryani Trip,Indiranagar,Biryani,Biryani,Delivery,4.0,64,400.0,False,True
YUNCHI,HSR,"Asian, Chinese",Asian,Quick Bites,3.3,4,300.0,False,True
Bombay Kulfis,HSR,Ice Cream,Ice Cream,Dessert Parlor,3.8,41,200.0,False,False
7 Hills Andhra Mess,CV Raman Nagar,Andhra,Andhra,Mess,3.4,8,300.0,False,False
New Punjabi Food Corner,Electronic City,"North Indian, Chinese",North Indian,Quick Bites,4.0,960,500.0,True,True
Just Bake,Whitefield,Bakery,Bakery,Bakery,3.8,38,400.0,False,True
Lassi Shop,New BEL Road,"Beverages, Ice Cream",Beverages,Beverage Shop,3.6,16,200.0,False,False
F5,Whitefield,"North Indian, South Indian, Chinese, Continental, Arabian",North Indian,Quick Bites,3.2,4,300.0,False,False
Sunshadow.in,Kaggadasapura,"North Indian, Chinese",North Indian,Delivery,3.5,10,400.0,False,False
Toscano - Mojito Bar,Whitefield,"Continental, Italian, Mediterranean, Salad",Continental,Casual Dining,4.3,654,1500.0,True,True
Cafe Hush,BTM,"Cafe, Fast Food",Cafe,Cafe,3.6,22,500.0,False,False
Bheema's,Church Street,Andhra,Andhra,Casual Dining,4.0,787,650.0,False,True
Cafe Indiana,Bannerghatta Road,"Fast Food, Desserts",Fast Food,Quick Bites,3.5,17,600.0,False,False
Beijing Bites,Rajajinagar,"Chinese, Thai",Chinese,Casual Dining,3.7,75,850.0,False,True
Parivaar,BTM,"Biryani, North Indian, Chinese",Biryani,Delivery,3.3,7,600.0,False,False
Shahi Zaikha,Sarjapur Road,"Chinese, North Indian, Mughlai",Chinese,Quick Bites,3.4,9,300.0,False,True
Pablo's Gastrobar,Whitefield,"Finger Food, American, Asian, Italian",Finger Food,Bar,4.0,1094,1450.0,False,False
Desi Cream Junction,Jayanagar,"Chinese, North Indian, Pizza, Italian",Chinese,Casual Dining,3.7,36,650.0,True,True
12th Main - Grand Mercure,Koramangala 3rd Block,"European, Asian",European,Fine Dining,4.1,357,2000.0,True,False
Sri Krishna Darshini,Basavanagudi,"South Indian, North Indian, Chinese",South Indian,Quick Bites,3.1,4,200.0,False,False
Chaatimes,BTM,"Street Food, Fast Food",Street Food,Quick Bites,3.4,47,200.0,False,True
Kullukki,Koramangala 5th Block,"Juices, Beverages, Fast Food",Juices,Quick Bites,3.5,9,400.0,False,True
FreshMenu,Other_Broad_Areas,"Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",Continental,Delivery,3.3,120,450.0,False,True
Raghavendra Tiffin,HSR,South Indian,South Indian,Quick Bites,4.4,228,150.0,False,False
Sutra - The Lalit Ashok Bangalore,Seshadripuram,"Continental, Chinese",Continental,Lounge,3.8,273,2200.0,False,False
Ram Bhog,Marathahalli,"Chinese, North Indian",Chinese,Quick Bites,3.8,24,200.0,False,False
Ooty Chocolates,Sarjapur Road,Desserts,Desserts,Dessert Parlor,3.3,9,300.0,False,True
The Black Pearl,Koramangala 5th Block,"North Indian, European, Mediterranean",North Indian,Casual Dining,4.7,10550,1400.0,True,False
A M Biryani Hotel,Bannerghatta Road,"North Indian, Chinese, Biryani, Fast Food",North Indian,Quick Bites,3.3,6,300.0,False,True
